"lsd","lat","lng"
"04-33-004-31W1",49.3423,-101.6155
"13-33-002-34W1",49.1737,-101.9863
"14-23-008-11W2",49.6664,-103.398
"13-30-008-10W2",49.681,-103.3584
"04-27-003-33W1",49.2382,-101.8637
"05-20-009-06W2",49.7464,-102.7938
"09-22-004-34W1",49.3174,-101.9829
"16-24-008-07W2",49.6663,-102.8222
"11-20-005-33W1",49.4071,-101.9039
"05-20-002-30W1",49.1381,-101.4715
"13-33-006-09W2",49.5209,-103.1697
"14-31-010-06W2",49.8703,-102.8108
"14-33-006-14W2",49.5209,-103.8365
"14-17-006-14W2",49.4775,-103.859
"04-22-003-01W2",49.219,-102.0707
"06-33-006-09W2",49.5137,-103.1641
"01-08-007-05W2",49.5389,-102.6415
"02-10-004-01W2",49.2773,-102.0597
"08-25-007-11W2",49.5863,-103.3643
"09-25-002-30W1",49.1571,-101.365
"08-09-009-33W1",49.7285,-101.8981
"02-13-007-10W2",49.5539,-103.2343
"13-20-007-07W2",49.5789,-102.9293
"06-15-003-01W2",49.2082,-102.0652
"13-15-007-08W2",49.5642,-103.0196
"07-28-002-30W1",49.153,-101.438
"05-30-006-08W2",49.4991,-103.0799
"09-19-002-30W1",49.1417,-101.4775
"03-02-010-09W2",49.7866,-103.127
"16-17-008-09W2",49.6519,-103.1836
"01-01-010-08W2",49.7866,-102.9577
"07-06-005-05W2",49.3537,-102.6652
"05-17-007-04W2",49.5572,-102.5227
"04-34-006-13W2",49.51,-103.6851
"13-03-011-07W2",49.885,-102.8902
"04-16-003-33W1",49.2083,-101.8861
"09-23-002-14W2",49.1397,-103.7681
"05-16-005-05W2",49.3828,-102.6315
"16-19-001-06W2",49.0563,-102.7931
"08-31-011-04W2",49.9507,-102.5324
"12-11-007-01W2",49.5461,-102.0487
"02-10-004-09W2",49.2771,-103.136
"10-04-006-13W2",49.4446,-103.6964
"14-04-001-31W1",49.0123,-101.5776
"11-22-003-34W1",49.2289,-101.9937
"01-33-005-03W2",49.4229,-102.3458
"07-06-004-33W1",49.2705,-101.9204
"12-32-005-03W2",49.4301,-102.3849
"05-17-006-32W1",49.4787,-101.7741
"04-17-008-05W2",49.641,-102.6583
"02-36-009-08W2",49.772,-102.9633
"05-05-004-33W1",49.2707,-101.9089
"13-09-009-10W2",49.7246,-103.3131
"03-09-003-06W2",49.1898,-102.7604
"07-16-008-08W2",49.6447,-103.0311
"01-26-002-30W1",49.1498,-101.3875
"15-08-015-01W2",50.2491,-102.1066
"06-15-009-08W2",49.732,-103.0141
"08-17-013-13W2",50.0818,-103.7382
"08-17-004-31W1",49.3016,-101.6214
"09-31-003-01W2",49.2554,-102.1215
"14-35-049-24W3",53.276,-109.4093
"08-05-040-26W3",52.4114,-109.6994
"11-36-004-06W2",49.3426,-102.6932
"09-02-001-32W1",49.0086,-101.6561
"02-14-006-34W1",49.4726,-101.9661
"09-12-004-06W2",49.2844,-102.6821
"09-01-007-05W2",49.5317,-102.5512
"13-01-008-11W2",49.6227,-103.381
"04-05-002-13W2",49.0888,-103.7177
"14-18-006-15W2",49.4773,-104.0159
"13-36-007-10W2",49.608,-103.2455
"16-11-005-34W1",49.3803,-101.9604
"15-29-006-15W2",49.5065,-103.988
"16-12-004-31W1",49.2941,-101.531
"15-36-004-19W2",49.3462,-104.4361
"16-06-007-01W2",49.5352,-102.1223
"12-20-005-12W2",49.4008,-103.5955
"11-25-006-01W2",49.5029,-102.0203
"16-34-004-04W2",49.3463,-102.4579
"05-20-004-04W2",49.31,-102.5194
"05-01-006-14W2",49.4409,-103.7748
"06-17-007-07W2",49.5573,-102.9236
"05-30-007-08W2",49.586,-103.0874
"12-22-049-24W3",53.2435,-109.4397
"11-35-006-15W2",49.5173,-103.9263
"12-24-001-13W2",49.052,-103.6286
"06-16-049-26W3",53.2253,-109.7506
"07-05-002-31W1",49.0936,-101.5948
"12-24-007-10W2",49.5754,-103.2455
"12-35-006-05W2",49.5173,-102.5868
"02-08-008-32W1",49.6381,-101.7901
"07-30-001-15W2",49.0636,-103.9959
"04-34-005-33W1",49.43,-101.8642
"04-04-006-12W2",49.4373,-103.573
"07-20-004-06W2",49.3099,-102.7773
"16-16-006-12W2",49.4773,-103.5564
"05-13-003-02W2",49.2081,-102.1606
"13-29-003-02W2",49.2445,-102.2503
"16-36-003-03W2",49.259,-102.2785
"07-24-006-09W2",49.4845,-103.0912
"13-10-004-17W2",49.288,-104.2231
"03-14-005-06W2",49.3792,-102.7156
"07-24-049-20W3",53.2398,-108.7927
"11-28-006-05W2",49.5029,-102.6261
"08-26-011-19W3",49.9369,-108.4877
"06-02-007-10W2",49.5277,-103.2624
"15-20-005-05W2",49.4045,-102.6429
"05-10-006-05W2",49.4555,-102.6092
"08-27-006-31W1",49.5084,-101.5765
"01-28-034-20W3",51.9417,-108.7714
"13-29-008-08W2",49.681,-103.0648
"05-25-006-08W2",49.4991,-102.9678
"07-30-007-05W2",49.5864,-102.6696
"12-28-008-03W2",49.6773,-102.3648
"07-25-018-17W3",50.5485,-108.2132
"12-19-005-33W1",49.4066,-101.9319
"13-25-013-19W3",50.1188,-108.4818
"15-21-008-03W2",49.6663,-102.3536
"12-08-005-05W2",49.3718,-102.6539
"14-36-004-12W2",49.3462,-103.5002
"08-13-006-33W1",49.4787,-101.8025
"13-28-004-05W2",49.3318,-102.6315
"09-28-009-18W3",49.7658,-108.3793
"01-17-005-08W2",49.3791,-103.0408
"01-15-003-02W2",49.2045,-102.1888
"09-15-002-06W2",49.1263,-102.7258
"06-20-006-09W2",49.4846,-103.1865
"15-04-002-07W2",49.1006,-102.8881
"15-25-007-11W2",49.5936,-103.3699
"12-08-006-10W2",49.4591,-103.3265
"03-15-004-06W2",49.2918,-102.738
"05-27-004-06W2",49.3245,-102.7436
"11-03-004-01W2",49.27,-102.0653
"02-29-003-01W2",49.2337,-102.1046
"12-03-006-13W2",49.4446,-103.6851
"15-11-006-14W2",49.4626,-103.7861
"05-01-010-09W2",49.7902,-103.11
"14-26-009-18W3",49.7694,-108.3452
"08-10-031-20W3",51.6395,-108.7478
"08-20-013-19W3",50.097,-108.556
"09-30-021-21W3",50.8143,-108.8932
"05-10-004-04W2",49.2808,-102.4745
"10-03-017-18W3",50.4066,-108.3965
"02-07-012-18W3",49.9769,-108.4479
"07-32-031-23W3",51.6978,-109.2263
"12-05-033-23W3",51.8034,-109.238
"03-13-006-33W1",49.4749,-101.8136
"10-06-031-19W3",51.6286,-108.6828
"01-06-033-23W3",51.7962,-109.244
"16-32-030-23W3",51.6182,-109.1947
"01-25-004-13W2",49.3209,-103.6236
"16-19-031-23W3",51.6759,-109.2441
"03-18-006-32W1",49.4751,-101.7911
"15-23-006-08W2",49.4917,-102.9792
"12-15-001-06W2",49.038,-102.7424
"04-10-004-32W1",49.2833,-101.7284
"13-18-006-10W2",49.4774,-103.3488
"02-16-010-02W2",49.8157,-102.2181
"16-20-001-06W2",49.0563,-102.7706
"15-36-005-13W2",49.4335,-103.6291
"16-27-006-14W2",49.5063,-103.8031
"12-11-047-24W3",53.0396,-109.4152
"16-07-008-06W2",49.6372,-102.7995
"12-31-049-19W3",53.2725,-108.7803
"14-31-049-26W3",53.2761,-109.7992
"10-29-032-24W3",51.7743,-109.3681
"10-06-031-21W3",51.6286,-108.9663
"02-24-031-20W3",51.665,-108.7064
"10-12-031-22W3",51.6431,-108.99
"11-21-031-23W3",51.6722,-109.2085
"03-25-050-20W3",53.3381,-108.7986
"11-12-031-23W3",51.6431,-109.1376
"07-30-032-24W3",51.7706,-109.3917
"08-36-026-27W3",51.2618,-109.6351
"08-32-020-19W3",50.7378,-108.5931
"03-21-022-21W3",50.8797,-108.8584
"08-10-004-20W3",49.2817,-108.6096
"10-20-013-19W3",50.1006,-108.5616
"10-21-031-23W3",51.6722,-109.2026
"02-17-032-21W3",51.7379,-108.9426
"09-09-031-23W3",51.6431,-109.1968
"02-30-031-23W3",51.6797,-109.2499
"05-28-031-23W3",51.6833,-109.2143
"15-26-026-29W3",51.2544,-109.9431
"13-36-050-25W3",53.3639,-109.537
"02-08-043-25W3",52.684,-109.593
"15-35-050-25W3",53.3639,-109.5493
"14-02-022-21W3",50.847,-108.8123
"14-12-045-28W3",52.8691,-109.938
"14-06-040-27W3",52.4186,-109.8789
"14-22-049-25W3",53.247,-109.5798
"10-18-022-18W3",50.8725,-108.4832
"02-20-031-20W3",51.6649,-108.8009
"03-18-031-19W3",51.6505,-108.6886
"06-31-030-21W3",51.6114,-108.9483
"15-20-047-24W3",53.0722,-109.4763
"11-19-044-26W3",52.8074,-109.7684
"06-16-052-23W3",53.4881,-109.3385
"05-26-049-20W3",53.2545,-108.8291
"12-04-032-24W3",51.716,-109.3562
"07-08-030-28W3",51.553,-109.9036
"16-19-036-28W3",52.1125,-109.9817
"04-20-044-26W2",52.8003,-105.7494
"16-01-006-26W3",49.4492,-109.3719
"13-23-007-20W3",49.58,-108.622
"01-21-018-17W3",50.5303,-108.2761
"07-21-040-28W3",52.4543,-109.9689
"04-27-047-23W3",53.0762,-109.2933
"15-10-031-20W3",51.6467,-108.7536
"12-24-047-23W3",53.0687,-109.2447
"11-19-032-23W3",51.7596,-109.2557
"05-10-013-19W3",50.0679,-108.5273
"05-25-015-17W3",50.2865,-108.2252
"11-24-018-17W3",50.5375,-108.2188
"07-14-050-28W3",53.3126,-109.9883
"08-17-052-23W3",53.4881,-109.3509
"05-18-031-22W3",51.6541,-109.1198
"05-27-031-28W3",51.6833,-109.9
"10-11-031-22W3",51.6431,-109.0136
"13-23-024-15W3",51.0652,-108.0012
"08-34-031-19W3",51.6977,-108.606
"03-17-007-19W3",49.5547,-108.5487
"05-13-039-25W3",52.3531,-109.4777
"05-35-049-24W3",53.2688,-109.4153
"13-09-011-18W3",49.9005,-108.4136
"13-20-037-26W3",52.1998,-109.69
"13-18-031-22W3",51.6613,-109.1198
"13-33-039-26W3",52.404,-109.6931
"08-16-032-20W3",51.7415,-108.7714
"13-28-047-23W3",53.0871,-109.3178
"15-18-031-21W3",51.6613,-108.9663
"15-13-031-27W3",51.6615,-109.699
"03-26-022-22W3",50.8944,-108.9508
"08-23-007-20W3",49.5728,-108.6053
"04-34-021-20W3",50.8215,-108.7026
"04-32-012-27W3",50.0351,-109.6653
"05-27-016-16W3",50.3738,-108.133
"14-25-032-24W3",51.7779,-109.2793
"09-14-033-24W3",51.8325,-109.2913
"07-33-032-23W3",51.7851,-109.2025
"08-29-052-23W3",53.5172,-109.3509
"10-16-032-20W3",51.7451,-108.7773
"14-33-048-24W3",53.1888,-109.4579
"06-05-046-27W3",52.9348,-109.8895
"05-23-021-20W3",50.796,-108.6795
"02-07-015-16W3",50.239,-108.1903
"01-17-009-19W3",49.7295,-108.5373
"06-19-012-23W3",50.0096,-109.1362
"03-28-036-26W3",52.1163,-109.6602
"02-24-030-28W3",51.5786,-109.8099
"03-11-034-24W3",51.898,-109.3029
"16-01-048-23W3",53.1161,-109.2266
"14-30-049-27W3",53.2616,-109.9455
"14-12-016-29W3",50.3373,-109.8692
"06-11-016-17W3",50.3301,-108.2418
"09-02-031-22W3",51.6286,-109.0078
"02-23-050-28W3",53.3234,-109.9883
"06-12-023-18W3",50.9414,-108.3907
"10-32-029-21W3",51.5275,-108.9191
"06-36-005-26W3",49.4273,-109.3829
"06-26-039-28W3",52.3819,-109.9269
"10-03-048-21W3",53.1126,-108.9881
"02-31-032-26W3",51.7815,-109.6753
"06-11-048-24W3",53.1233,-109.4091
"13-35-049-24W3",53.276,-109.4153
"10-34-011-19W3",49.955,-108.5161
"02-21-022-21W3",50.8797,-108.8527
"13-12-029-22W3",51.4729,-108.9776
"13-06-031-21W3",51.6322,-108.978
"05-10-030-28W3",51.553,-109.8684
"13-16-027-26W3",51.3129,-109.6106
"13-22-026-25W3",51.2399,-109.4197
"05-21-026-19W3",51.2327,-108.6056
"08-12-021-20W3",50.7668,-108.6393
"01-32-032-24W3",51.7815,-109.3622
"16-36-032-25W3",51.7924,-109.4095
"15-02-050-24W3",53.2906,-109.4032
"16-09-006-26W3",49.4637,-109.4391
"07-27-021-20W3",50.8106,-108.6912
"09-35-028-29W3",51.44,-109.9682
"13-05-030-25W3",51.5458,-109.4934
"14-02-023-20W3",50.9343,-108.693
"12-10-046-23W3",52.953,-109.2668
"05-27-031-26W3",51.6834,-109.6161
"10-27-026-19W3",51.251,-108.5709
"11-31-030-23W3",51.6148,-109.2296
"14-25-049-23W3",53.2616,-109.2387
"14-31-022-18W3",50.9197,-108.4889
"15-17-035-28W3",52.0108,-109.9639
"16-22-026-19W3",51.2399,-108.5652
"14-24-022-20W3",50.8905,-108.6507
"13-19-029-21W3",51.502,-108.9542
"05-11-031-20W3",51.6395,-108.7417
"16-34-035-28W3",52.0543,-109.9103
"09-29-031-23W3",51.6869,-109.2204
"08-27-032-23W3",51.7706,-109.1731
"14-36-025-18W3",51.1816,-108.3906
"15-21-031-23W3",51.6758,-109.2026
"12-25-046-24W3",52.9968,-109.3636
"10-36-016-18W3",50.3919,-108.3507
"15-07-048-25W3",53.1306,-109.6469
"12-02-048-28W3",53.1125,-110.0003
"12-14-032-27W3",51.7451,-109.7345
"16-20-020-19W3",50.7159,-108.5931
"10-18-047-27W3",53.0543,-109.9395
"14-20-051-20W3",53.4224,-108.9208
"12-20-052-24W3",53.5063,-109.5168
"03-27-048-26W3",53.1635,-109.7261
"13-32-039-26W3",52.4039,-109.7171
"12-23-006-20W3",49.4892,-108.6039
"03-01-039-26W3",52.3204,-109.6154
"02-11-045-24W3",52.8584,-109.3758
"05-22-016-17W3",50.3592,-108.2704
"04-36-003-20W3",49.2489,-108.5813
"01-27-009-18W3",49.7586,-108.3567
"02-24-010-19W3",49.8314,-108.4526
"10-10-052-23W3",53.477,-109.3078
"06-10-017-16W3",50.4174,-108.1273
"07-10-008-19W3",49.631,-108.4979
"14-12-029-21W3",51.4728,-108.8311
"08-32-052-23W3",53.5317,-109.3509
"11-22-016-16W3",50.3628,-108.1273
"09-07-018-14W3",50.5083,-107.9096
"11-36-035-28W3",52.0507,-109.8744
"06-24-030-27W3",51.5822,-109.6751
"16-04-033-23W3",51.807,-109.1968
"02-02-049-24W3",53.1926,-109.4032
"02-24-050-25W3",53.3232,-109.525
"06-07-022-20W3",50.8542,-108.7661
"01-20-047-24W3",53.0614,-109.4702
"13-28-018-17W3",50.5558,-108.2931
"04-23-048-24W3",53.1489,-109.4152
"02-36-046-24W3",53.004,-109.3517
"04-28-035-28W3",52.029,-109.9518
"09-29-017-26W3",50.4649,-109.5368
"16-35-039-27W3",52.4039,-109.7712
"11-03-040-28W3",52.4145,-109.9508
"12-34-030-20W3",51.6148,-108.743
"03-02-049-24W3",53.1926,-109.4092
"14-14-021-20W3",50.7887,-108.6738
"01-01-050-24W3",53.2798,-109.3728
"14-26-046-24W3",53.0004,-109.3819
"04-04-023-20W3",50.9235,-108.7453
"16-06-022-21W3",50.847,-108.8932
"13-04-047-24W3",53.0289,-109.4639
"04-17-033-24W3",51.8252,-109.3797
"12-28-042-25W3",52.6478,-109.5495
"02-30-015-19W3",50.2829,-108.6028
"08-31-013-19W3",50.1261,-108.5787
"15-36-043-24W3",52.7529,-109.3516
"16-17-008-19W3",49.6529,-108.5375
"02-10-006-20W3",49.4528,-108.6152
"05-17-022-21W3",50.8689,-108.8873
"16-17-047-24W3",53.0578,-109.4702
"11-07-030-23W3",51.5567,-109.2297
"07-12-031-20W3",51.6395,-108.7064
"05-22-051-25W3",53.4154,-109.6153
"05-23-025-15W3",51.1452,-108.0012
"15-18-031-20W3",51.6613,-108.8245
"12-35-032-19W3",51.7887,-108.5999
"03-26-050-26W3",53.3381,-109.7017
"06-30-026-26W3",51.2473,-109.6234
"10-06-049-27W3",53.1998,-109.9395
"16-05-011-19W3",49.8858,-108.556
"16-02-051-22W3",53.3788,-109.1299
"02-23-049-24W3",53.2362,-109.4033
"09-28-045-23W3",52.9095,-109.2731
"04-03-015-17W3",50.2246,-108.2706
"01-19-017-16W3",50.4428,-108.1846
"16-16-030-23W3",51.5751,-109.1713
"07-12-046-28W3",52.9492,-109.9321
"13-22-049-25W3",53.247,-109.5858
"04-11-023-20W3",50.9379,-108.6988
"04-10-023-20W3",50.9379,-108.7221
"15-21-020-17W3",50.7158,-108.2989
"04-23-050-26W3",53.3234,-109.7077
"15-07-030-26W3",51.5603,-109.6459
"12-17-032-28W3",51.7451,-109.9471
"11-16-051-24W3",53.4045,-109.486
"07-29-052-23W3",53.5172,-109.357
"04-19-049-24W3",53.2361,-109.5127
"07-20-049-24W3",53.2398,-109.4764
"05-34-049-25W3",53.2689,-109.5858
"15-03-051-21W3",53.3789,-109.0132
"12-10-051-24W3",53.3898,-109.4677
"01-29-030-23W3",51.5933,-109.1947
"06-14-030-26W3",51.5677,-109.5579
"04-08-056-27W3",53.8186,-109.9925
"09-34-030-26W3",51.6148,-109.5698
"02-23-050-26W3",53.3234,-109.6957
"16-35-015-23W3",50.3083,-109.0555
"03-27-030-22W3",51.5932,-109.0186
"14-14-022-21W3",50.8761,-108.8123
"12-02-027-20W3",51.28,-108.7198
"15-03-027-20W3",51.2836,-108.7316
"01-10-027-20W3",51.2872,-108.7258
"04-36-050-20W3",53.3526,-108.8046
"05-07-050-26W3",53.2979,-109.8052
"10-13-015-17W3",50.2609,-108.2133
"04-01-047-23W3",53.0182,-109.2448
"16-11-024-14W3",51.036,-107.8444
"09-26-016-19W3",50.3775,-108.5054
"06-22-018-17W3",50.5339,-108.2645
"04-18-048-25W3",53.1344,-109.6589
"15-24-049-20W3",53.2471,-108.7927
"07-17-044-26W3",52.7894,-109.7382
"10-22-007-20W3",49.5764,-108.6334
"07-33-013-19W3",50.1261,-108.5388
"03-25-046-24W3",52.9895,-109.3576
"04-23-014-26W3",50.1808,-109.4602
"14-13-004-20W3",49.3036,-108.5759
"11-13-015-17W3",50.261,-108.2191
"07-24-015-17W3",50.2718,-108.2135
"03-03-045-28W3",52.8435,-109.9864
"15-24-011-19W3",49.9294,-108.4706
"02-29-009-19W3",49.7586,-108.5428
"05-33-021-20W3",50.8251,-108.7257
"12-03-031-20W3",51.6286,-108.7652
"03-23-026-29W3",51.2289,-109.9488
"12-05-031-22W3",51.6286,-109.0962
"11-34-049-25W3",53.2724,-109.5798
"02-06-049-27W3",53.1926,-109.9395
"15-32-043-24W3",52.7529,-109.4483
"05-02-047-24W3",53.0217,-109.4151
"15-15-016-17W3",50.3519,-108.259
"09-36-021-21W3",50.8287,-108.7778
"03-06-033-23W3",51.7961,-109.2557
"02-29-036-26W3",52.1163,-109.6781
"15-32-051-25W3",53.4518,-109.6523
"10-05-035-26W3",51.978,-109.6782
"08-33-013-18W3",50.1261,-108.3967
"10-20-040-25W3",52.4586,-109.5616
"03-10-048-21W3",53.1198,-108.9941
"04-17-052-23W3",53.4845,-109.3691
"14-26-014-19W3",50.2063,-108.499
"13-17-040-25W3",52.4477,-109.5734
"13-36-014-17W3",50.2208,-108.2087
"04-27-045-23W3",52.9022,-109.2669
"07-01-015-19W3",50.2282,-108.4882
"06-23-049-24W3",53.2398,-109.4093
"04-18-026-18W3",51.2146,-108.5127
"13-07-040-25W3",52.4332,-109.5974
"10-35-022-20W3",50.916,-108.6681
"13-26-009-18W3",49.7694,-108.3508
"13-02-017-18W3",50.4102,-108.3849
"01-07-048-21W3",53.1198,-109.0559
"03-16-052-23W3",53.4845,-109.3385
"15-24-032-24W3",51.7632,-109.2735
"15-10-022-21W3",50.8615,-108.8296
"11-12-038-28W2",52.2547,-105.8749
"01-10-022-21W3",50.8506,-108.8239
"04-07-031-26W3",51.636,-109.687
"15-13-036-26W3",52.0979,-109.583
"03-29-052-24W3",53.5137,-109.5108
"04-19-031-23W3",51.665,-109.2616
"07-06-032-27W3",51.7124,-109.8173
"16-06-023-18W3",50.9342,-108.4954
"16-20-014-24W3",50.1916,-109.2388
"10-13-031-24W3",51.6578,-109.2736
"14-27-022-20W3",50.9052,-108.6969
"12-02-049-21W3",53.1998,-108.9754
"15-18-049-23W3",53.2325,-109.3545
"16-16-031-28W3",51.6615,-109.9061
"11-10-047-24W3",53.0396,-109.4335
"01-11-051-27W3",53.3825,-109.8673
"13-14-021-20W3",50.7887,-108.6795
"06-02-016-25W3",50.3155,-109.3419
"04-34-009-19W3",49.7731,-108.5088
"07-07-047-22W3",53.036,-109.2083
"15-20-049-26W3",53.247,-109.7689
"04-30-049-25W3",53.2508,-109.6589
"09-30-050-21W3",53.3453,-109.0559
"08-01-048-23W3",53.1088,-109.2266
"09-22-015-17W3",50.2754,-108.2535
"14-22-007-32W1",49.5899,-101.7503
"01-03-023-19W3",50.9234,-108.5654
"12-36-030-22W3",51.6148,-108.9775
"10-33-022-19W3",50.916,-108.5759
"04-28-056-27W3",53.8623,-109.9676
"05-07-047-26W3",53.0361,-109.8053
"09-22-050-25W3",53.3305,-109.5677
"11-10-050-22W3",53.3015,-109.1413
"07-34-022-19W3",50.9124,-108.5528
"08-02-023-20W3",50.927,-108.6815
"15-34-022-19W3",50.9196,-108.5528
"01-02-047-20W3",53.0182,-108.8111
"14-09-046-25W3",52.9565,-109.5753
"07-24-030-26W3",51.5821,-109.5286
"12-17-030-24W3",51.5714,-109.3527
"09-32-030-19W3",51.6147,-108.6319
"16-26-030-19W3",51.6039,-108.5617
"06-22-042-25W3",52.6296,-109.5196
"02-24-013-18W3",50.0933,-108.3341
"16-04-009-19W3",49.7112,-108.5148
"13-22-034-20W3",51.9379,-108.7653
"15-29-047-25W3",53.087,-109.6224
"04-07-009-18W3",49.7148,-108.4412
"05-28-015-15W3",50.2864,-108.0183
"04-30-048-24W3",53.1635,-109.5126
"09-29-018-17W3",50.5521,-108.299
"12-01-031-27W3",51.6287,-109.7107
"13-31-032-21W3",51.7923,-108.978
"05-10-036-27W3",52.0762,-109.7852
"07-21-044-26W3",52.8038,-109.7141
"05-21-011-18W3",49.9224,-108.4137
"01-30-016-15W3",50.3702,-108.0471
"02-09-018-17W3",50.5011,-108.2817
"01-32-052-23W3",53.5281,-109.3509
"06-28-034-27W3",51.9453,-109.7757
"08-29-032-23W3",51.7706,-109.2203
"06-10-031-22W3",51.6395,-109.043
"06-07-031-22W3",51.6394,-109.114
"15-26-035-28W3",52.0399,-109.8924
"13-13-032-27W3",51.7487,-109.7106
"14-04-047-27W3",53.0288,-109.8967
"01-11-027-20W3",51.2873,-108.7024
"07-36-035-28W3",52.0471,-109.8686
"03-11-031-20W3",51.6358,-108.7358
"12-18-031-22W3",51.6577,-109.1198
"07-23-049-24W3",53.2398,-109.4033
"12-24-031-22W3",51.6722,-109.0017
"10-02-006-12W2",49.4446,-103.5171
"14-34-037-27W3",52.2289,-109.7793
"05-08-049-19W3",53.2107,-108.756
"05-30-051-23W3",53.4298,-109.3937
"16-33-049-25W3",53.276,-109.5921
"07-18-036-25W3",52.0907,-109.5592
"08-14-023-20W3",50.9562,-108.6816
"09-03-006-26W3",49.4456,-109.4167
"13-28-010-18W3",49.8569,-108.396
"14-18-031-21W3",51.6613,-108.9722
"12-21-036-26W3",52.1089,-109.6661
"10-02-050-24W3",53.287,-109.4032
"16-18-007-19W3",49.5655,-108.5602
"16-17-011-18W3",49.9152,-108.4195
"16-21-026-29W3",51.2396,-109.9838
"11-24-009-18W3",49.7511,-108.3227
"16-33-009-18W3",49.7839,-108.3792
"01-19-032-27W3",51.7523,-109.8115
"13-03-012-19W3",49.9732,-108.5274
"02-03-023-18W3",50.9234,-108.4314
"02-10-017-18W3",50.4138,-108.3964
"03-25-030-27W3",51.5932,-109.6751
"12-34-010-19W3",49.8677,-108.5087
"01-11-031-22W3",51.6358,-109.0078
"02-13-030-28W3",51.5641,-109.8099
"16-27-035-28W3",52.0399,-109.9103
"07-24-031-24W3",51.6687,-109.2736
"05-15-018-17W3",50.5194,-108.2701
"14-32-030-22W3",51.6183,-109.0656
"16-35-014-30W3",50.2208,-109.9894
"01-12-006-20W3",49.4528,-108.5648
"11-04-047-27W3",53.0252,-109.8967
"09-24-031-24W3",51.6723,-109.2677
"01-17-032-21W3",51.7379,-108.9368
"12-16-027-26W3",51.3093,-109.6106
"11-24-052-25W3",53.5064,-109.56
"02-34-021-20W3",50.8215,-108.6912
"03-06-005-19W3",49.351,-108.5535
"01-16-052-23W3",53.4845,-109.3263
"06-30-052-25W3",53.5173,-109.6829
"06-24-039-25W3",52.3676,-109.4718
"12-26-009-18W3",49.7658,-108.3508
"16-03-022-21W3",50.847,-108.8239
"16-15-016-17W3",50.3519,-108.2533
"09-07-015-16W3",50.2463,-108.1846
"11-04-049-27W3",53.1998,-109.8968
"13-25-018-17W3",50.5558,-108.2244
"01-27-004-20W3",49.3219,-108.6097
"13-28-052-23W3",53.5244,-109.3445
"11-32-030-23W3",51.6149,-109.2062
"13-03-014-19W3",50.148,-108.5273
"05-11-017-18W3",50.4174,-108.3849
"14-16-031-23W3",51.6614,-109.2085
"14-34-030-20W3",51.6182,-108.7373
"11-03-026-18W3",51.1926,-108.4371
"15-03-026-18W3",51.1962,-108.4313
"15-14-032-25W3",51.7487,-109.4389
"14-09-015-18W3",50.25,-108.4252
"12-06-023-18W3",50.9306,-108.5127
"13-02-023-20W3",50.9343,-108.6988
"10-23-048-25W3",53.156,-109.5494
"06-16-027-26W3",51.3057,-109.6048
"04-19-010-19W3",49.8313,-108.5767
"10-11-046-28W3",52.9527,-109.9562
"01-31-049-24W3",53.2651,-109.4947
"15-19-030-24W3",51.5895,-109.3646
"05-30-032-25W3",51.7706,-109.5452
"14-32-032-26W3",51.7923,-109.6575
"11-31-031-20W3",51.7013,-108.8303
"11-28-032-26W3",51.7742,-109.6339
"05-10-030-24W3",51.5531,-109.3057
"09-03-017-19W3",50.4066,-108.5282
"11-26-009-18W3",49.7658,-108.3452
"02-22-007-20W3",49.5692,-108.6334
"11-13-004-20W3",49.3,-108.5759
"16-07-022-23W3",50.8616,-109.1701
"02-21-016-17W3",50.3556,-108.282
"03-15-009-19W3",49.7294,-108.5033
"08-26-018-17W3",50.5485,-108.2304
"14-20-016-25W3",50.3664,-109.4106
"15-36-044-27W3",52.8401,-109.7867
"04-35-039-27W3",52.3931,-109.7889
"13-07-006-19W3",49.4637,-108.559
"14-06-008-19W3",49.6238,-108.5713
"08-36-013-20W3",50.1261,-108.6014
"13-31-011-19W3",49.9586,-108.5956
"16-20-052-26W3",53.5098,-109.7935
"09-34-052-25W3",53.5354,-109.597
"14-23-049-23W3",53.247,-109.2631
"14-04-022-20W3",50.847,-108.7199
"04-31-011-19W3",49.9477,-108.5956
"14-03-017-18W3",50.4102,-108.4021
"04-23-007-20W3",49.5692,-108.622
"07-05-008-19W3",49.6165,-108.5431
"11-35-011-19W3",49.955,-108.499
"06-26-019-29W3",50.6359,-109.9202
"12-07-015-15W3",50.2463,-108.0641
"01-06-011-18W3",49.875,-108.4423
"07-34-009-18W3",49.7767,-108.3622
"06-26-016-19W3",50.3739,-108.5167
"16-36-018-17W3",50.5703,-108.2075
"11-36-049-20W3",53.2725,-108.7987
"04-10-009-19W3",49.7148,-108.5089
"06-34-012-19W3",50.0387,-108.5217
"01-15-005-19W3",49.3801,-108.4752
"04-36-051-23W3",53.4406,-109.2708
"15-14-039-25W3",52.3604,-109.4898
"16-24-046-28W3",52.9856,-109.9261
"03-17-052-23W3",53.4845,-109.3631
"05-08-049-26W3",53.2107,-109.7809
"13-06-039-26W3",52.3312,-109.7409
"04-34-044-26W3",52.8293,-109.7019
"13-11-047-27W3",53.0433,-109.854
"12-21-048-23W3",53.156,-109.3178
"05-17-012-19W3",49.9951,-108.5729
"02-35-044-24W3",52.8293,-109.3758
"03-17-012-19W3",49.9915,-108.5672
"10-05-046-27W3",52.9384,-109.8834
"11-19-022-18W3",50.8869,-108.4889
