"lsd","lat","lng"
"01-34-048-26W3",53.178,-109.714
"14-34-026-29W3",51.2688,-109.972
"15-16-050-20W3",53.3198,-108.8656
"01-06-048-25W3",53.1053,-109.6409
"06-11-062-26W3",54.3455,-109.7931
"13-15-006-11W2",49.4774,-103.4162
"09-09-013-19W3",50.0715,-108.5332
"02-03-032-27W3",51.7088,-109.7463
"11-02-049-25W3",53.1999,-109.5554
"01-17-037-27W3",52.1745,-109.8152
"12-24-031-28W3",51.6724,-109.8527
"03-33-045-23W3",52.9167,-109.285
"04-16-006-12W2",49.4665,-103.5729
"06-04-015-17W3",50.2282,-108.2879
"13-29-047-25W3",53.0871,-109.6346
"07-13-031-27W3",51.6542,-109.699
"04-23-006-01W2",49.4811,-102.0483
"13-14-004-09W2",49.3026,-103.1247
"02-13-022-18W3",50.8653,-108.3677
"16-21-031-27W3",51.6759,-109.7641
"09-14-002-34W1",49.1264,-101.9248
"08-19-006-08W2",49.4843,-103.0634
"11-36-051-26W3",53.4481,-109.7075
"15-15-003-34W1",49.2178,-101.9881
"11-32-002-34W1",49.1703,-102.0033
"02-32-005-15W2",49.4227,-103.9879
"13-20-005-33W1",49.4106,-101.9095
"10-03-032-27W3",51.716,-109.7463
"04-25-005-15W2",49.4081,-103.9094
"14-07-031-26W2",51.6468,-105.6788
"08-21-047-27W3",53.0651,-109.8847
"16-22-006-01W2",49.492,-102.0542
"14-12-051-23W3",53.3932,-109.2648
"16-23-048-26W3",53.1598,-109.6896
"10-02-001-05W2",49.0083,-102.5745
"14-07-021-17W3",50.7741,-108.3505
"01-35-010-03W2",49.8593,-102.3031
"02-24-006-14W2",49.4809,-103.7637
"03-22-031-20W3",51.665,-108.7595
"03-16-010-08W2",49.8157,-103.0372
"12-28-033-28W3",51.8615,-109.9236
"04-32-050-22W3",53.3526,-109.196
"12-01-032-28W3",51.7161,-109.8528
"04-27-004-34W1",49.3247,-101.9995
"02-03-009-33W1",49.7105,-101.881
"15-08-002-03W2",49.115,-102.373
"12-04-049-19W3",53.1998,-108.7317
"10-31-050-22W3",53.3599,-109.2084
"06-17-052-23W3",53.4881,-109.3631
"01-19-007-01W2",49.568,-102.1223
"03-36-006-11W2",49.5101,-103.3658
"09-25-009-34W1",49.7747,-101.9665
"02-31-047-27W3",53.0906,-109.9395
"16-36-048-25W3",53.1888,-109.519
"01-07-038-24W3",52.2471,-109.4105
"11-06-012-18W3",49.9696,-108.4535
"11-04-044-23W3",52.764,-109.285
"01-31-049-25W3",53.2652,-109.6409
"02-24-009-18W3",49.7439,-108.3171
"15-29-002-01W2",49.1593,-102.1044
"02-05-051-25W3",53.3679,-109.6527
"02-22-032-24W3",51.7524,-109.3208
"13-29-002-01W2",49.1593,-102.1154
"01-04-047-27W3",53.0182,-109.8847
"01-30-001-01W2",49.0599,-102.1213
"06-01-004-05W2",49.2664,-102.5587
"06-25-009-08W2",49.7611,-102.9689
"06-25-004-01W2",49.3246,-102.0204
"12-22-016-19W3",50.363,-108.5453
"01-01-008-11W2",49.6119,-103.3643
"01-18-009-08W2",49.7284,-103.0707
"14-05-023-17W3",50.9342,-108.3442
"11-17-035-28W3",52.0071,-109.9697
"16-02-032-28W3",51.7197,-109.8589
"16-17-005-08W2",49.3899,-103.0408
"15-14-002-34W1",49.13,-101.9303
"01-19-050-24W3",53.3232,-109.4947
"13-30-009-33W1",49.7785,-101.9605
"03-23-011-06W2",49.9177,-102.725
"05-05-002-32W1",49.0934,-101.7401
"16-13-006-11W2",49.4774,-103.3546
"03-30-051-25W3",53.4265,-109.6828
"10-28-047-25W3",53.0834,-109.5981
"16-13-006-16W2",49.4773,-104.0272
"02-16-004-05W2",49.2919,-102.6204
"05-09-010-02W2",49.8047,-102.2292
"10-27-006-31W1",49.512,-101.5821
"06-05-002-04W2",49.0931,-102.5129
"10-32-002-24W3",49.1688,-109.1757
"06-22-006-31W1",49.4936,-101.5876
"06-09-002-34W1",49.108,-101.9807
"08-07-016-16W3",50.3301,-108.1847
"10-23-051-26W3",53.419,-109.7259
"11-11-049-22W3",53.2143,-109.1169
"05-08-050-24W3",53.2978,-109.4884
"10-20-059-23W3",54.1163,-109.4122
"01-08-002-34W1",49.1043,-101.9921
"11-12-004-05W2",49.2845,-102.5587
"11-02-046-26W3",52.9384,-109.6718
"03-26-006-11W2",49.4956,-103.3883
"06-32-032-22W3",51.7851,-109.0903
"13-24-011-19W3",49.9295,-108.4818
"04-19-009-05W2",49.7428,-102.6809
"04-01-008-03W2",49.6117,-102.2971
"08-25-048-26W3",53.1671,-109.6652
"15-34-010-19W3",49.8713,-108.4976
"05-20-038-25W3",52.2799,-109.5471
"15-15-031-27W3",51.6614,-109.7462
"12-12-050-25W3",53.3013,-109.537
"07-09-038-24W3",52.2508,-109.3688
"16-27-027-27W3",51.3421,-109.7104
"11-26-047-26W3",53.0834,-109.7017
"16-31-048-24W3",53.1888,-109.4946
"10-28-048-22W3",53.1708,-109.1596
"05-05-032-27W3",51.7124,-109.8053
"07-03-032-27W3",51.7124,-109.7463
"10-12-046-28W3",52.9528,-109.9321
"09-03-004-20W3",49.2708,-108.6096
"06-03-031-27W3",51.6252,-109.7522
"10-11-031-23W3",51.6431,-109.1554
"03-27-050-22W3",53.338,-109.1413
"02-15-047-27W3",53.047,-109.8663
"02-15-016-15W3",50.341,-107.984
"13-01-005-11W2",49.3608,-103.3712
"10-35-047-28W3",53.0978,-109.9883
"01-22-006-11W2",49.481,-103.3996
"06-09-006-11W2",49.4554,-103.433
"04-18-046-27W3",52.9603,-109.9198
"08-36-014-20W3",50.2135,-108.6014
"08-04-013-13W3",50.0534,-107.7142
"03-25-002-03W2",49.1483,-102.2889
"04-24-015-19W3",50.2682,-108.4994
"10-01-050-28W3",53.287,-109.964
"15-12-047-27W3",53.0433,-109.8176
"07-24-031-28W3",51.6687,-109.841
"10-11-007-20W3",49.5473,-108.6109
"03-12-048-23W3",53.1197,-109.2386
"04-05-019-16W3",50.5741,-108.1947
"16-18-004-27W3",49.3036,-109.6184
"10-15-048-23W3",53.1416,-109.2814
"01-03-048-23W3",53.1053,-109.2755
"13-21-044-27W3",52.8111,-109.8713
"09-22-016-16W3",50.3628,-108.116
"13-35-016-26W3",50.3956,-109.485
"04-29-007-08W2",49.581,-103.0647
"12-23-016-17W3",50.3628,-108.2474
"13-08-012-19W3",49.9877,-108.5729
"08-01-028-28W3",51.3639,-109.8043
"06-17-031-19W3",51.6541,-108.665
"08-36-010-13W3",49.864,-107.6336
"04-05-035-26W3",51.9708,-109.6899
"06-03-015-17W3",50.2282,-108.2649
"08-03-051-25W3",53.3718,-109.5973
"05-24-012-18W3",50.0096,-108.3454
"05-22-004-04W2",49.31,-102.4746
"09-24-050-25W3",53.3304,-109.519
"08-30-044-26W3",52.8184,-109.7565
"04-10-051-22W3",53.3824,-109.1726
"12-16-044-26W3",52.793,-109.726
"08-27-007-06W2",49.5865,-102.7317
"02-02-036-27W3",52.0581,-109.7495
"01-12-031-22W3",51.6358,-108.9841
"06-24-012-18W3",50.0096,-108.3397
"06-23-031-26W3",51.6687,-109.5866
"01-02-049-25W3",53.1926,-109.5434
"03-03-003-24W3",49.1762,-109.1587
"01-18-016-27W3",50.3411,-109.6974
"09-27-046-27W3",52.9967,-109.8293
"02-33-048-22W3",53.178,-109.1596
"11-25-005-12W2",49.4155,-103.5002
"14-16-030-28W3",51.5749,-109.886
"07-17-012-19W3",49.9951,-108.5616
"13-22-047-25W3",53.0724,-109.5858
"12-34-018-17W3",50.5667,-108.2702
"04-35-007-08W2",49.5979,-102.997
"06-01-010-09W2",49.7902,-103.1045
"14-14-004-09W2",49.3026,-103.1191
"14-24-010-19W3",49.8422,-108.4582
"09-21-016-19W3",50.363,-108.5512
"11-11-016-15W3",50.3335,-107.9668
"12-06-053-26W3",53.55,-109.8363
"09-17-016-16W3",50.3484,-108.1618
"02-24-031-28W3",51.6651,-109.841
"05-04-050-26W3",53.2835,-109.7565
"01-17-051-25W3",53.3974,-109.6463
"10-04-057-25W3",53.8988,-109.6583
"10-13-012-18W3",49.9987,-108.3341
"14-14-021-18W3",50.7888,-108.3967
"09-32-042-25W3",52.6622,-109.5557
"07-28-036-26W3",52.1199,-109.6543
"10-07-030-26W3",51.5567,-109.6459
"05-23-028-23W3",51.4074,-109.1417
"11-19-009-33W1",49.7603,-101.9548
"04-23-031-25W3",51.665,-109.4505
"11-01-004-05W2",49.27,-102.5587
"07-05-043-25W3",52.6732,-109.593
"10-21-029-26W3",51.4984,-109.599
"01-10-031-26W3",51.636,-109.5986
"02-29-030-21W3",51.5932,-108.9191
"06-20-055-27W3",53.7641,-109.9864
"10-32-032-28W3",51.7887,-109.9355
"03-22-013-19W3",50.0934,-108.5217
"09-09-009-33W1",49.7321,-101.8981
"05-17-046-27W3",52.9639,-109.8956
"04-04-049-22W3",53.1926,-109.1716
"16-04-010-08W2",49.7975,-103.0258
"06-25-049-26W3",53.2543,-109.6773
"03-01-051-23W3",53.3676,-109.265
"06-04-045-25W3",52.8476,-109.575
"06-30-050-21W3",53.3417,-109.068
"14-21-010-07W2",49.8406,-102.9001
"03-33-048-23W3",53.1779,-109.3118
"13-14-048-19W3",53.1453,-108.6829
"06-12-033-23W3",51.8142,-109.1376
"10-21-033-28W3",51.8469,-109.9119
"11-02-045-28W3",52.8509,-109.9622
"03-10-052-23W3",53.4698,-109.3139
"07-26-031-23W3",51.6832,-109.1553
"02-10-031-23W3",51.6359,-109.179
"02-01-006-03W2",49.4375,-102.2841
"13-30-031-23W3",51.6905,-109.2616
"08-05-031-23W3",51.6252,-109.2205
"07-11-031-20W3",51.6395,-108.73
"12-13-049-28W3",53.2289,-109.976
"03-16-004-03W2",49.2919,-102.3569
"14-12-017-18W3",50.4246,-108.3563
"02-36-050-25W3",53.3523,-109.525
"07-15-007-20W3",49.5583,-108.6334
"14-31-048-27W3",53.1888,-109.9455
"11-23-051-26W3",53.419,-109.732
"09-06-031-22W3",51.6286,-109.1023
"02-18-036-25W3",52.0871,-109.5592
"06-26-044-27W3",52.8185,-109.8168
"11-26-045-23W3",52.9095,-109.2367
"11-15-035-27W3",52.0071,-109.7792
"16-20-035-28W3",52.0252,-109.958
"07-22-024-26W3",51.058,-109.5477
"08-04-005-12W2",49.3536,-103.5564
"11-19-031-22W3",51.6722,-109.1139
"12-31-032-23W3",51.7887,-109.2616
"14-08-011-03W2",49.8997,-102.3843
"08-05-031-22W3",51.6251,-109.0787
"08-07-048-23W3",53.1233,-109.3485
"16-32-005-05W2",49.4336,-102.6374
"08-02-006-16W2",49.441,-104.0496
"07-28-031-23W3",51.6833,-109.2026
"15-13-051-26W3",53.4082,-109.7013
"08-31-031-23W3",51.6978,-109.2441
"13-19-032-26W3",51.7632,-109.687
"13-29-003-05W2",49.2444,-102.6539
"15-04-031-23W3",51.6323,-109.2027
"10-31-003-26W3",49.2561,-109.4894
"12-06-005-19W3",49.3582,-108.559
"04-13-006-15W2",49.4665,-103.9094
"09-17-052-23W3",53.4917,-109.3509
"03-13-031-27W3",51.6506,-109.7048
"04-06-052-19W3",53.4552,-108.8038
"14-23-006-08W2",49.4917,-102.9847
"16-35-005-33W1",49.4414,-101.825
"04-05-017-16W3",50.3993,-108.1787
"06-27-048-22W3",53.1671,-109.1412
"02-10-031-27W3",51.6359,-109.7463
"03-01-032-28W3",51.7088,-109.8469
"12-07-032-27W3",51.7306,-109.8291
"16-12-030-28W3",51.5603,-109.8041
"15-01-051-28W3",53.3789,-109.9962
"06-15-031-28W3",51.6542,-109.8941
"01-25-031-28W3",51.6797,-109.8352
"02-28-031-21W3",51.6796,-108.919
"12-07-033-23W3",51.8178,-109.2617
"03-01-028-28W3",51.3603,-109.8158
"10-16-027-26W3",51.3093,-109.599
"12-30-034-27W3",51.9489,-109.829
"01-07-031-27W3",51.6361,-109.8115
"14-11-023-17W3",50.9486,-108.2745
"13-28-012-19W3",50.0315,-108.5501
"05-15-014-19W3",50.1699,-108.5273
"05-35-015-16W3",50.3009,-108.1099
"03-01-050-25W3",53.2797,-109.5311
"11-11-003-02W2",49.1971,-102.1775
"05-22-003-02W2",49.2226,-102.2054
"15-32-004-04W2",49.3463,-102.5084
"07-26-044-27W3",52.8185,-109.8108
"09-05-031-25W3",51.6287,-109.504
"11-01-013-27W3",50.057,-109.5686
"16-17-016-16W3",50.352,-108.1618
"11-14-015-19W3",50.261,-108.5167
"01-33-048-22W3",53.178,-109.1536
"08-26-039-28W3",52.382,-109.915
"11-25-002-34W1",49.156,-101.9133
"05-16-050-27W3",53.3126,-109.9027
"05-32-050-25W3",53.3562,-109.6346
"06-02-003-34W1",49.1813,-101.971
"11-21-028-23W3",51.4111,-109.1828
"11-34-015-16W3",50.3045,-108.1272
"15-03-041-25W3",52.5059,-109.5137
"09-31-050-25W3",53.36,-109.6409
"09-11-031-26W3",51.6432,-109.575
"14-01-033-26W3",51.807,-109.563
"03-16-049-22W3",53.2217,-109.1655
"16-29-050-20W3",53.3489,-108.884
"13-10-047-27W3",53.0432,-109.8784
"03-26-051-26W3",53.4264,-109.732
"13-13-008-06W2",49.6518,-102.7034
"16-23-049-28W3",53.247,-109.9823
"04-02-052-23W3",53.4553,-109.2953
"05-30-007-10W2",49.5863,-103.3584
"12-34-005-13W2",49.4299,-103.6851
"12-21-005-13W2",49.4008,-103.7075
"03-01-010-09W2",49.7866,-103.1045
"09-08-003-01W2",49.1972,-102.0991
"01-10-051-23W3",53.3823,-109.3019
"07-14-006-02W2",49.4702,-102.1718
"12-25-048-26W3",53.1708,-109.6833
"05-22-048-25W3",53.1525,-109.5857
"09-30-005-07W2",49.4154,-102.9287
"05-32-011-18W3",49.9515,-108.4362
"14-29-015-15W3",50.2936,-108.0355
"08-10-048-23W3",53.1233,-109.2754
"15-02-004-20W3",49.2745,-108.5927
"05-16-037-25W3",52.1781,-109.5234
"02-09-048-21W3",53.1199,-109.0127
"10-05-051-27W3",53.3753,-109.9471
"12-32-004-08W2",49.3426,-103.0574
"04-25-047-26W3",53.0763,-109.6833
"02-10-051-23W3",53.3824,-109.3079
"11-17-016-16W3",50.3484,-108.1732
"15-30-011-18W3",49.9442,-108.4477
"11-15-048-23W3",53.1416,-109.2874
"05-33-005-10W2",49.4263,-103.304
"11-24-006-11W2",49.4882,-103.3657
"15-35-005-03W2",49.4337,-102.3065
"16-04-052-25W3",53.4664,-109.6216
"14-26-002-30W1",49.1606,-101.3985
"12-19-044-26W3",52.8074,-109.7744
"11-31-005-11W2",49.4299,-103.4778
"12-20-040-25W3",52.4586,-109.5734
"02-06-048-21W3",53.1053,-109.0619
"05-20-035-28W3",52.018,-109.9756
"09-03-048-22W3",53.1126,-109.1292
"14-03-005-20W3",49.3619,-108.6207
"07-06-051-27W3",53.3716,-109.9716
"07-24-003-05W2",49.2227,-102.5531
"07-31-048-25W3",53.1816,-109.6469
"08-32-044-26W3",52.8329,-109.7323
"09-33-014-01W2",50.2166,-102.0772
"16-26-002-19W2",49.1578,-104.4352
"07-02-006-03W2",49.4411,-102.3065
"09-34-014-01W2",50.2166,-102.0547
"15-04-046-27W3",52.9421,-109.8594
"01-16-018-17W3",50.5158,-108.2761
"04-13-048-22W3",53.1342,-109.0984
"06-02-052-26W3",53.4591,-109.7321
"15-32-046-27W3",53.0146,-109.8837
"06-02-008-33W1",49.6261,-101.8638
"13-24-048-24W3",53.1597,-109.3908
"02-02-049-25W3",53.1926,-109.5494
"11-14-007-08W2",49.5609,-102.9914
"09-17-046-27W3",52.9676,-109.8776
"10-26-009-09W2",49.7647,-103.1214
"09-09-017-16W3",50.421,-108.1388
"04-26-045-25W3",52.9021,-109.5328
"04-26-007-31W1",49.5939,-101.5966
"09-17-012-19W3",49.9987,-108.556
"12-18-004-06W2",49.299,-102.8108
"12-17-009-33W1",49.7459,-101.9376
"05-21-013-25W3",50.0969,-109.3693
"04-08-043-25W3",52.684,-109.605
"13-05-039-26W3",52.3312,-109.717
"05-16-044-26W3",52.7894,-109.726
"15-33-014-01W2",50.2202,-102.083
"10-31-051-23W3",53.448,-109.3815
"08-08-031-20W3",51.6395,-108.795
"13-09-052-23W3",53.4807,-109.3446
"15-01-050-24W3",53.2906,-109.3788
"01-13-038-27W3",52.2618,-109.7199
"12-06-052-25W3",53.4627,-109.689
"08-06-050-22W3",53.2835,-109.2023
"15-06-048-21W3",53.1162,-109.0619
"01-06-051-22W3",53.3676,-109.228
"12-27-050-22W3",53.3453,-109.1473
"06-19-039-24W3",52.3676,-109.4478
"04-27-005-18W2",49.4078,-104.3576
"15-10-042-25W3",52.6077,-109.5137
"09-33-046-24W3",53.0112,-109.4185
"14-17-009-33W1",49.7497,-101.9321
"11-31-002-30W1",49.1713,-101.4884
"06-02-032-28W3",51.7124,-109.8705
"10-31-048-25W3",53.1852,-109.6469
"07-25-050-22W3",53.3417,-109.0865
"15-27-050-25W3",53.3488,-109.5737
"06-09-013-29W3",50.0679,-109.91
"16-24-001-34W1",49.0563,-101.9023
"15-09-051-25W3",53.3936,-109.6279
"08-14-050-25W3",53.3124,-109.5433
"09-36-042-26W3",52.6622,-109.6036
"10-32-042-25W3",52.6622,-109.5616
"06-15-050-24W3",53.3125,-109.4336
"07-30-029-28W3",51.5094,-109.9271
"15-25-005-11W2",49.4191,-103.3602
"15-15-005-13W2",49.3899,-103.674
"15-12-049-27W3",53.2179,-109.8176
"16-18-031-23W3",51.6614,-109.2441
"09-15-009-09W2",49.7356,-103.1384
"01-26-002-19W2",49.147,-104.4352
"09-15-003-34W1",49.2143,-101.9826
"13-36-047-23W3",53.1014,-109.2446
"05-27-008-11W2",49.6738,-103.4261
"11-35-003-25W3",49.2562,-109.2708
"11-31-006-14W2",49.5171,-103.8814
"11-19-002-14W2",49.1398,-103.8679
"01-22-003-03W2",49.219,-102.3234
"09-29-048-23W3",53.1707,-109.3241
"02-02-027-29W3",51.2726,-109.974
"03-26-031-27W3",51.6797,-109.7284
"13-04-005-33W1",49.3667,-101.8867
"14-12-048-22W3",53.1305,-109.0924
"05-20-010-06W2",49.8338,-102.7938
"05-30-034-26W3",51.9454,-109.687
"07-35-010-08W2",49.8625,-102.9859
"11-31-007-10W2",49.6044,-103.3528
"11-23-002-34W1",49.1412,-101.9358
"13-32-005-33W1",49.4401,-101.9095
"05-09-005-05W2",49.3682,-102.6315
"16-33-052-24W3",53.539,-109.474
"15-35-007-12W2",49.6081,-103.5279
"05-31-006-10W2",49.5137,-103.3489
"13-23-048-23W3",53.1597,-109.2691
"04-16-010-02W2",49.8157,-102.2293
"13-32-004-05W2",49.3463,-102.6539
"07-34-004-06W2",49.339,-102.7325
"01-13-031-21W3",51.6504,-108.8423
"04-26-039-24W3",52.3786,-109.358
"11-24-006-01W2",49.4882,-102.0203
"12-35-035-28W3",52.0507,-109.9042
"10-20-033-24W3",51.847,-109.3681
"09-27-032-24W3",51.7743,-109.3149
"12-24-046-28W3",52.9819,-109.944
"10-14-012-06W2",49.9981,-102.7196
"12-19-005-32W1",49.4086,-101.7964
"07-02-006-33W1",49.4488,-101.8306
"13-30-033-24W3",51.8652,-109.4034
"16-11-050-27W3",53.3052,-109.8359
"03-33-052-25W3",53.5281,-109.6337
"02-01-028-28W3",51.3603,-109.8101
"15-32-007-12W2",49.6081,-103.5957
"02-11-004-06W2",49.2772,-102.7101
"07-30-006-10W2",49.4993,-103.3379
"12-32-006-06W2",49.5172,-102.7884
"13-28-007-10W2",49.5933,-103.3133
"10-11-005-14W2",49.3715,-103.7861
"02-16-011-04W2",49.9035,-102.4925
"04-17-006-33W1",49.4735,-101.9096
"14-04-006-10W2",49.4482,-103.2985
"16-28-050-27W3",53.349,-109.8846
"06-04-032-24W3",51.7124,-109.3503
"11-12-015-19W3",50.2463,-108.4939
"12-04-001-16W2",49.0092,-104.0959
"06-22-030-23W3",51.5823,-109.1594
"07-36-006-34W1",49.5208,-101.9434
"01-32-003-05W2",49.2481,-102.6373
"15-05-052-25W3",53.4664,-109.6522
"12-15-001-16W2",49.0383,-104.0736
"11-32-004-18W2",49.3426,-104.3968
"02-36-009-02W2",49.772,-102.1504
"16-10-004-06W2",49.288,-102.727
"14-20-036-26W3",52.1125,-109.684
"14-09-051-22W3",53.3933,-109.1911
"02-10-011-07W2",49.8886,-102.8785
"13-27-051-26W3",53.4372,-109.7627
"03-14-049-23W3",53.2217,-109.2631
"01-06-050-24W3",53.2797,-109.4947
"09-18-012-19W3",49.9987,-108.5788
"01-10-004-09W2",49.2771,-103.1304
"13-01-016-01W2",50.3223,-102.0261
"10-14-032-25W3",51.7451,-109.4389
"16-28-003-34W1",49.2471,-102.0043
"04-10-001-16W2",49.0164,-104.0735
"16-36-004-33W1",49.3532,-101.8023
"07-12-014-17W3",50.1552,-108.1975
"04-19-003-33W1",49.2225,-101.9315
"03-26-016-19W3",50.3702,-108.5167
"06-17-004-05W2",49.2955,-102.6484
"11-34-014-17W3",50.2171,-108.2486
"07-15-016-17W3",50.3447,-108.259
"09-14-036-28W3",52.0945,-109.8865
"15-21-003-04W2",49.2299,-102.4858
"07-32-002-34W1",49.1669,-101.9978
"06-34-005-05W2",49.4264,-102.6036
"06-22-049-25W3",53.2398,-109.5798
"10-33-035-28W3",52.0507,-109.9401
"13-23-050-26W3",53.3343,-109.7077
"06-14-036-27W3",52.0908,-109.7554
"11-08-004-05W2",49.2844,-102.6484
"12-13-049-22W3",53.2289,-109.0986
"11-30-001-33W1",49.0675,-101.8912
"04-02-001-10W2",49.0014,-103.2502
"11-30-032-26W3",51.7742,-109.6812
"07-05-002-04W2",49.0931,-102.5074
"07-34-006-11W2",49.5137,-103.4052
"07-06-005-04W2",49.3537,-102.5308
"03-28-003-04W2",49.2337,-102.4914
"12-09-006-33W1",49.4663,-101.887
"14-11-005-33W1",49.3822,-101.836
"01-36-003-03W2",49.2481,-102.2785
"03-10-006-11W2",49.4519,-103.4106
"16-10-004-33W1",49.2935,-101.8472
"08-13-004-01W2",49.2955,-102.0093
"06-17-006-14W2",49.4701,-103.859
"16-35-016-26W3",50.3956,-109.468
"12-35-005-33W1",49.4375,-101.8417
"09-15-039-25W3",52.3568,-109.5078
"02-23-018-17W3",50.5303,-108.2361
"11-26-003-05W2",49.241,-102.5811
"09-25-001-32W1",49.0677,-101.6337
"16-31-017-27W3",50.4829,-109.6972
"09-15-048-22W3",53.1417,-109.1292
"07-12-015-19W3",50.2427,-108.4882
"07-01-005-06W2",49.3537,-102.6877
"08-32-005-13W2",49.4263,-103.7133
"05-07-008-05W2",49.6299,-102.6808
"16-14-001-05W2",49.0413,-102.569
"13-28-005-13W2",49.4191,-103.7075
"02-34-008-33W1",49.6957,-101.881
"11-07-007-09W2",49.5464,-103.2173
"09-31-001-31W1",49.0825,-101.6116
"10-23-006-01W2",49.4882,-102.0373
"14-12-006-14W2",49.4627,-103.7693
"05-36-005-12W2",49.4263,-103.5057
"01-28-004-06W2",49.3209,-102.7494
"07-30-003-04W2",49.2373,-102.5307
"03-15-002-33W1",49.1191,-101.8238
"13-26-005-02W2",49.4192,-102.183
"16-28-006-05W2",49.5065,-102.615
"01-21-006-11W2",49.481,-103.422
"02-34-005-33W1",49.4301,-101.8531
"07-23-006-08W2",49.4844,-102.9791
"04-27-008-03W2",49.6701,-102.3422
"06-32-017-27W3",50.4757,-109.6856
"13-15-009-33W1",49.7506,-101.8922
"12-34-008-33W1",49.7027,-101.8921
"15-26-006-11W2",49.5065,-103.3827
"03-26-035-28W3",52.029,-109.8983
"06-31-013-32W1",50.143,-101.8515
"15-16-009-33W1",49.7503,-101.9037
"04-34-015-17W3",50.2974,-108.2705
"16-03-014-19W3",50.148,-108.5104
"01-02-006-03W2",49.4375,-102.301
"08-29-016-26W3",50.3739,-109.5368
"16-31-014-26W3",50.2208,-109.5346
"05-29-004-07W2",49.3245,-102.9229
"14-12-004-01W2",49.2881,-102.0204
"06-24-006-15W2",49.4846,-103.9039
"05-34-006-15W2",49.5137,-103.9542
"16-36-001-02W2",49.0855,-102.1438
"07-07-005-05W2",49.3681,-102.6653
"02-07-006-10W2",49.4519,-103.3378
"15-30-007-12W2",49.5937,-103.6183
"11-34-008-33W1",49.7029,-101.8866
"15-13-006-09W2",49.4772,-103.0912
"14-28-003-31W1",49.2498,-101.6098
"09-21-002-34W1",49.1411,-101.9698
"13-29-011-04W2",49.9434,-102.5265
"01-35-003-05W2",49.2481,-102.57
"10-33-005-15W2",49.4299,-103.9655
"11-02-016-28W3",50.3193,-109.7545
"04-19-006-12W2",49.4809,-103.6178
"11-34-008-03W2",49.6918,-102.3366
"14-01-003-34W1",49.1889,-101.9485
"10-10-004-34W1",49.2879,-101.9883
"05-17-006-33W1",49.4771,-101.9096
"02-36-031-28W3",51.6942,-109.8411
"04-07-007-04W2",49.5389,-102.5453
"04-31-045-26W3",52.9167,-109.7746
"10-09-009-33W1",49.732,-101.9037
"03-13-036-26W3",52.0871,-109.5889
"05-05-003-30W1",49.1834,-101.5019
"14-32-045-25W3",52.9274,-109.5993
"08-09-001-31W1",49.0199,-101.5667
"11-18-004-08W2",49.299,-103.0742
"14-06-030-26W3",51.5458,-109.6516
"11-20-002-14W2",49.1398,-103.8457
"06-01-006-34W1",49.447,-101.9489
"15-04-040-20W3",52.4184,-108.8188
"06-32-007-32W1",49.6122,-101.7958
"02-14-006-16W2",49.4665,-104.0552
"14-16-006-32W1",49.486,-101.7459
"05-15-012-06W2",49.9945,-102.7539
"05-17-007-09W2",49.5579,-103.2002
"05-11-002-33W1",49.1081,-101.8068
"11-13-003-02W2",49.2118,-102.155
"05-29-005-32W1",49.4197,-101.774
"06-12-008-11W2",49.63,-103.3754
"06-21-051-25W3",53.4155,-109.6338
"11-35-001-33W1",49.0822,-101.8014
"05-24-001-04W2",49.0488,-102.4287
"01-04-049-24W3",53.1926,-109.4459
"07-32-006-10W2",49.5137,-103.3154
"04-03-001-16W3",49.0017,-108.0736
"14-24-001-32W1",49.0565,-101.6447
"01-17-003-04W2",49.2046,-102.5027
"09-21-006-12W2",49.4882,-103.5564
"01-01-009-10W2",49.6992,-103.2286
"15-09-006-01W2",49.4626,-102.0822
"03-23-006-11W2",49.481,-103.3882
"04-11-004-06W2",49.2772,-102.7212
"06-12-011-05W2",49.8925,-102.5664
"14-28-014-01W2",50.2058,-102.0884
"16-16-007-02W2",49.5644,-102.2127
"04-02-045-28W3",52.8436,-109.9682
"13-26-007-05W2",49.5936,-102.5905
"05-11-004-04W2",49.2809,-102.4521
"04-26-004-12W2",49.3208,-103.5281
"10-03-004-34W1",49.2732,-101.9883
"04-01-006-03W2",49.4375,-102.2952
"16-18-009-33W1",49.7494,-101.9437
"11-21-008-03W2",49.6626,-102.3592
"10-30-011-05W2",49.9398,-102.6744
"11-03-012-06W2",49.9689,-102.7483
"04-10-009-33W1",49.725,-101.8921
"06-28-003-01W2",49.2373,-102.0877
"09-17-003-04W2",49.2118,-102.5027
"10-26-006-15W2",49.5028,-103.9208
"11-31-049-27W3",53.2724,-109.9456
"01-26-001-32W1",49.0604,-101.6561
"12-03-006-34W1",49.4498,-101.9998
"04-21-006-14W2",49.4807,-103.8421
"07-26-007-04W2",49.5862,-102.4439
"05-22-012-06W2",50.0089,-102.754
"05-31-001-33W1",49.0786,-101.8965
"11-25-004-05W2",49.3282,-102.5587
"11-34-007-12W2",49.6045,-103.5561
"04-03-004-34W1",49.2658,-101.9993
"14-26-010-03W2",49.8557,-102.3142
"04-17-011-03W2",49.9035,-102.3899
"12-25-006-15W2",49.5028,-103.9094
"14-04-006-13W2",49.4482,-103.702
"11-10-006-11W2",49.4591,-103.4106
"02-28-046-27W3",52.9895,-109.8595
"09-02-045-28W3",52.8509,-109.9503
"07-03-012-19W3",49.966,-108.5161
"06-19-015-18W3",50.2719,-108.4709
